   0.00000,   0.00000,   0.00000,   0.00000
   0.00000, 412.44265,   0.00000,   0.00000
   0.00000,   0.41194,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000,   0.00000
   9.00000,   3.62925,   0.08262,   0.07738
  19.00000,   3.39223,   0.10973,   0.10885
  29.00000,   3.12718,   0.13355,   0.12962
  39.00000,   2.98135,   0.12590,   0.11781
  49.00000,   2.90839,   0.24240,   0.24240
  59.00000,   2.85621,   0.40393,   0.40940
  69.00000,   2.79060,   0.41027,   0.40940
  79.00000,   2.69276,   0.59519,   0.59497
  89.00000,   2.65343,   0.64175,   0.63760
  99.00000,   2.60607,   0.64066,   0.64831
 109.00000,   2.59402,   0.65158,   0.66098
 119.00000,   2.55526,   0.69639,   0.68809
 129.00000,   2.54926,   0.64350,   0.64131
 139.00000,   2.53827,   0.69661,   0.70339
 149.00000,   2.52951,   0.70623,   0.71016
 159.00000,   2.51883,   0.70667,   0.71257
 169.00000,   2.51174,   0.71344,   0.70885
 179.00000,   2.50261,   0.72306,   0.73224
 189.00000,   2.49529,   0.72153,   0.72066
 199.00000,   2.48481,   0.73355,   0.73202
 209.00000,   2.48559,   0.72656,   0.72503
 219.00000,   2.48286,   0.74142,   0.74230
 229.00000,   2.47978,   0.74667,   0.75235
 239.00000,   2.46652,   0.73617,   0.74120
 249.00000,   2.46907,   0.75716,   0.76000
 259.00000,   2.46041,   0.76918,   0.75869
 269.00000,   2.45419,   0.77989,   0.76940
 279.00000,   2.45673,   0.76459,   0.76787
 289.00000,   2.45798,   0.77530,   0.76699
 299.00000,   2.45223,   0.77093,   0.76962
 309.00000,   2.44890,   0.78557,   0.78623
 319.00000,   2.45105,   0.77770,   0.77639
 329.00000,   2.44263,   0.78514,   0.78251
 339.00000,   2.44537,   0.78973,   0.78645
 349.00000,   2.43923,   0.79169,   0.79257
 359.00000,   2.43990,   0.79322,   0.79060
 369.00000,   2.43429,   0.79388,   0.78995
 379.00000,   2.43280,   0.80350,   0.79913
 389.00000,   2.43683,   0.79760,   0.80153
 399.00000,   2.43335,   0.79913,   0.80240
 409.00000,   2.43434,   0.80634,   0.80809
 419.00000,   2.43044,   0.79126,   0.78973
 429.00000,   2.42421,   0.80525,   0.81093
 439.00000,   2.42599,   0.79869,   0.80306
 449.00000,   2.42621,   0.81508,   0.81290
 459.00000,   2.42296,   0.81617,   0.81683
 469.00000,   2.42061,   0.81596,   0.81727
 479.00000,   2.42192,   0.81727,   0.81727
 489.00000,   2.42131,   0.82470,   0.81967
 499.00000,   2.42126,   0.82033,   0.81443
