   0.05000,   0.05000
 107.48306, 107.48306
   0.19747,   0.19747
   0.00000,   0.00000
   3.93516,   0.09574
   3.89413,   0.10011
   3.83252,   0.12525
   3.68243,   0.17049
   3.64883,   0.17880
   3.62074,   0.18842
   3.58885,   0.19694
   3.56591,   0.20044
   3.54851,   0.20284
   3.53413,   0.20393
   3.52170,   0.20765
   3.49707,   0.22317
   3.47709,   0.22557
   3.45589,   0.22667
   3.43692,   0.22689
   3.42200,   0.22776
   3.41124,   0.22907
   3.40246,   0.22929
   3.39445,   0.23082
   3.38698,   0.23126
   3.37972,   0.23169
   3.37267,   0.23235
   3.36587,   0.23301
   3.35957,   0.23410
   3.35365,   0.23497
   3.34813,   0.23585
   3.34289,   0.23607
   3.33412,   0.23978
   3.32181,   0.24503
   3.31224,   0.24546
   3.30493,   0.24568
   3.29886,   0.24568
   3.29358,   0.24568
   3.28889,   0.24568
   3.28465,   0.24568
   3.28077,   0.24568
   3.27718,   0.24568
   3.27384,   0.24568
   3.27070,   0.24568
   3.26775,   0.24568
   3.26494,   0.24568
   3.26228,   0.24568
   3.25973,   0.24568
   3.25729,   0.24568
   3.25496,   0.24568
   3.25271,   0.24568
   3.25055,   0.24590
   3.24847,   0.24590
   3.24646,   0.24590
   3.24452,   0.24612
